,seqnames,start,Composite Element REF,End,Feature name,end,width,strand,feature.ranges.start,feature.ranges.end,feature.ranges.width,feature.strand,distance,insideFeature,distanceToSite,ensembl_gene_id,gene_name,class
1403,12,57178630,cg11813198,57178631,f72684,57178630,1,*,57128483,57213361,84879,+,0,inside,0,ENSG00000123384,LRP1,2
1404,9,1051579,cg00250430,1051580,f1710,1051579,1,*,1049858,1057552,7695,+,0,inside,0,ENSG00000173253,DMRT2,2
1405,2,189580751,cg11692477,189580752,f71964,189580751,1,*,189560590,189583758,23169,-,0,inside,0,ENSG00000138449,SLC40A1,2
1406,18,3879595,cg00140112,3879596,f986,3879595,1,*,3496032,4455307,959276,-,0,inside,0,ENSG00000170579,DLGAP1,2
1407,18,3879595,cg00140112,3879596,f986,3879595,1,*,3878058,3897069,19012,+,0,inside,0,ENSG00000263724,DLGAP1-AS3,2
1408,6,41547312,cg03442064,41547313,f22721,41547312,1,*,41494853,41548621,53769,-,0,inside,0,ENSG00000234753,FOXP4-AS1,2
1409,6,41547312,cg03442064,41547313,f22721,41547312,1,*,41546381,41602384,56004,+,0,inside,0,ENSG00000137166,FOXP4,2
1410,2,219391679,cg22902891,219391680,f133039,219391679,1,*,219388496,219403633,15138,+,0,inside,0,ENSG00000229525,,2
1411,2,219391679,cg22902891,219391680,f133039,219391679,1,*,219372043,219400022,27980,-,0,inside,0,ENSG00000123992,DNPEP,2
1412,2,99154599,cg19904411,99154600,f118038,99154599,1,*,98997261,99154964,157704,-,0,inside,0,ENSG00000135951,TSGA10,2
1413,2,99154599,cg19904411,99154600,f118038,99154599,1,*,99141485,99322741,181257,+,0,inside,0,ENSG00000241962,,2
1414,2,99154599,cg19904411,99154600,f118038,99154599,1,*,99154955,99163157,8203,+,355,upstream,355,ENSG00000144182,LIPT1,2
1415,2,99154599,cg19904411,99154600,f118038,99154599,1,*,99154998,99195298,40301,+,398,upstream,398,ENSG00000273155,,2
1416,16,67346331,cg02892650,67346332,f19118,67346331,1,*,67326798,67385204,58407,+,0,inside,0,ENSG00000159708,LRRC36,2
1417,2,152525109,cg04215359,152525110,f27519,152525109,1,*,152335174,152649826,314653,+,0,inside,0,ENSG00000157827,FMNL2,2
1418,7,156639832,cg00465958,156639833,f3164,156639832,1,*,156388922,156640654,251733,-,0,inside,0,ENSG00000182648,LINC01006,2
1419,7,156639832,cg00465958,156639833,f3164,156639832,1,*,156640281,156677130,36850,+,448,upstream,448,ENSG00000105982,RNF32,2
1420,7,27152437,cg10739556,27152438,f66795,27152437,1,*,27128969,27152561,23593,-,0,inside,0,ENSG00000273433,,2
1421,7,27152437,cg10739556,27152438,f66795,27152437,1,*,27129977,27155928,25952,+,0,inside,0,ENSG00000254369,HOXA-AS3,2
1422,7,27152437,cg10739556,27152438,f66795,27152437,1,*,27147366,27152598,5233,-,0,inside,0,ENSG00000272801,,2
1423,7,27152437,cg10739556,27152438,f66795,27152437,1,*,27106184,27152583,46400,-,0,inside,0,ENSG00000105997,HOXA3,2
1424,10,48684909,cg20504007,48684910,f121078,48684909,1,*,48684876,48982956,298081,+,0,inside,0,ENSG00000128815,WDFY4,2
1425,5,13783575,cg26676090,13783576,f153152,13783575,1,*,13690328,14011818,321491,-,0,inside,0,ENSG00000039139,DNAH5,2
1426,19,2227700,cg11251006,2227701,f69640,2227700,1,*,2163933,2232578,68646,+,0,inside,0,ENSG00000104885,DOT1L,2
1427,14,24136046,cg12170917,24136047,f74778,24136046,1,*,24136163,24138967,2805,+,116,upstream,116,ENSG00000092010,PSME1,2
1428,12,6364477,cg11026867,6364478,f68379,6364477,1,*,6346843,6377730,30888,-,0,inside,0,ENSG00000111319,SCNN1A,2
1429,8,27919371,cg24554944,27919372,f141894,27919371,1,*,27869883,27992673,122791,-,0,inside,0,ENSG00000168079,SCARA5,2
1430,14,92748693,cg00808730,92748694,f5465,92748693,1,*,92703807,92748679,44873,-,13,upstream,13,ENSG00000100600,LGMN,2
1431,2,47030445,cg22321808,47030446,f130010,47030445,1,*,46916157,47076137,159981,+,0,inside,0,ENSG00000068724,TTC7A,2
1432,21,26967985,cg02462195,26967986,f16251,26967985,1,*,26917922,26967088,49167,-,896,upstream,896,ENSG00000154736,ADAMTS5,2
1433,4,153464984,cg21908828,153464985,f128030,153464984,1,*,153466346,153636711,170366,+,1361,upstream,1361,ENSG00000121210,TMEM131L,2
1434,17,4678909,cg23387401,4678910,f135677,4678909,1,*,4669774,4704337,34564,-,0,inside,0,ENSG00000141456,PELP1,2
1435,17,4678909,cg23387401,4678910,f135677,4678909,1,*,4673830,4696831,23002,+,0,inside,0,ENSG00000235085,,2
1436,15,96782955,cg12625496,96782956,f77250,96782955,1,*,96783389,96785615,2227,+,433,upstream,433,ENSG00000185594,SPATA8,2
1437,15,96782955,cg12625496,96782956,f77250,96782955,1,*,96772005,96783312,11308,-,0,inside,0,ENSG00000259282,SPATA8-AS1,2
1438,1,239719540,cg18853490,239719541,f112459,239719540,1,*,239703381,239770130,66750,-,0,inside,0,ENSG00000233355,CHRM3-AS2,2
1439,1,239719540,cg18853490,239719541,f112459,239719540,1,*,239386565,239915452,528888,+,0,inside,0,ENSG00000133019,CHRM3,2
1440,17,80725022,cg24667756,80725023,f142456,80725022,1,*,80544819,80966371,421553,+,0,inside,0,ENSG00000141564,RPTOR,2
1441,5,83568521,cg26496628,83568522,f152176,83568521,1,*,83471618,83582303,110686,+,0,inside,0,ENSG00000038427,VCAN,2
1442,5,83568521,cg26496628,83568522,f152176,83568521,1,*,83531352,83581320,49969,-,0,inside,0,ENSG00000249835,VCAN-AS1,2
1443,6,145735283,cg16437679,145735284,f99338,145735283,1,*,145735570,145737218,1649,+,286,upstream,286,ENSG00000270638,,2
1444,6,145735283,cg16437679,145735284,f99338,145735283,1,*,145382535,145736023,353489,-,0,inside,0,ENSG00000112425,EPM2A,2
1445,4,75630858,cg02675308,75630859,f17668,75630858,1,*,75576496,75630716,54221,-,141,upstream,141,ENSG00000138769,CDKL2,2
1446,17,78621882,cg26400341,78621883,f151668,78621882,1,*,78605233,78632155,26923,-,0,inside,0,ENSG00000267123,SCAT1,2
1447,14,58641019,cg09250072,58641020,f58299,58641019,1,*,58633967,58648321,14355,+,0,inside,0,ENSG00000165617,DACT1,2
1448,16,8961669,cg10359807,8961670,f64652,8961669,1,*,8892097,8975328,83232,-,0,inside,0,ENSG00000187555,USP7,2
1449,16,8961669,cg10359807,8961670,f64652,8961669,1,*,8962706,8966990,4285,+,1036,upstream,1036,ENSG00000260979,USP7-AS1,2
1450,2,71276418,cg16368750,71276419,f98882,71276418,1,*,71276561,71435069,158509,+,142,upstream,142,ENSG00000075292,ZNF638,2
1451,21,39867562,cg25421566,39867563,f146509,39867562,1,*,39867438,39929397,61960,+,0,inside,0,ENSG00000183036,PCP4,2
1452,7,36762923,cg19224047,36762924,f114267,36762923,1,*,36750687,36763081,12395,+,0,inside,0,ENSG00000229424,,2
1453,8,94896391,cg18511285,94896392,f110652,94896391,1,*,94895767,95116455,220689,+,0,inside,0,ENSG00000156170,NDUFAF6,2
1454,8,94896391,cg18511285,94896392,f110652,94896391,1,*,94879770,94896678,16909,-,0,inside,0,ENSG00000175305,CCNE2,2
1455,8,143598723,cg14203118,143598724,f86598,143598723,1,*,143579697,143599541,19845,-,0,inside,0,ENSG00000104529,EEF1D,2
1456,8,143598723,cg14203118,143598724,f86598,143598723,1,*,143597831,143603224,5394,+,0,inside,0,ENSG00000179886,TIGD5,2
1457,11,61820508,cg27386326,61820509,f157111,61820508,1,*,61799627,61829318,29692,-,0,inside,0,ENSG00000149485,FADS1,2
1458,11,61820508,cg27386326,61820509,f157111,61820508,1,*,61792980,61867354,74375,+,0,inside,0,ENSG00000134824,FADS2,2
1459,20,63362075,cg08912400,63362076,f56422,63362075,1,*,63343223,63378401,35179,-,0,inside,0,ENSG00000101204,CHRNA4,2
1460,20,63362075,cg08912400,63362076,f56422,63362075,1,*,63359988,63371177,11190,+,0,inside,0,ENSG00000203900,,2
1461,6,90296602,cg07914959,90296603,f50394,90296602,1,*,89926528,90296908,370381,-,0,inside,0,ENSG00000112182,BACH2,2
1462,6,90296602,cg07914959,90296603,f50394,90296602,1,*,90295507,90363912,68406,+,0,inside,0,ENSG00000260271,,2
1463,16,53054749,cg02851147,53054750,f18837,53054749,1,*,53054991,53329150,274160,+,241,upstream,241,ENSG00000177200,CHD9,2
1464,17,81891178,cg15189070,81891179,f92541,81891178,1,*,81887835,81891586,3752,-,0,inside,0,ENSG00000183684,ALYREF,2
1465,17,81891178,cg15189070,81891179,f92541,81891178,1,*,81890790,81900991,10202,+,0,inside,0,ENSG00000141552,ANAPC11,2
1466,11,112241849,cg01643712,112241850,f10982,112241849,1,*,112226367,112269955,43589,+,0,inside,0,ENSG00000150787,PTS,2
1467,17,82971269,cg17346650,82971270,f104434,82971269,1,*,82942155,83051810,109656,-,0,inside,0,ENSG00000175711,B3GNTL1,2
1468,1,155927118,cg07789281,155927119,f49637,155927118,1,*,155913045,155934413,21369,-,0,inside,0,ENSG00000132680,KHDC4,2
1469,1,155927118,cg07789281,155927119,f49637,155927118,1,*,155925958,155926085,128,-,1032,upstream,1032,ENSG00000280466,SCARNA4,2
1470,1,155927118,cg07789281,155927119,f49637,155927118,1,*,155925958,155926086,129,-,1031,upstream,1031,ENSG00000281394,SCARNA4,2
1471,17,64969394,cg20591695,64969395,f121504,64969394,1,*,64966550,64975576,9027,-,0,inside,0,ENSG00000214174,AMZ2P1,2
1472,13,35476764,cg03014934,35476765,f20000,35476764,1,*,35473789,35476689,2901,-,74,upstream,74,ENSG00000180660,MAB21L1,2
1473,13,35476764,cg03014934,35476765,f20000,35476764,1,*,34942270,35673022,730753,+,0,inside,0,ENSG00000172915,NBEA,2
1474,16,19885771,cg03780561,19885772,f24901,19885771,1,*,19856691,19886167,29477,-,0,inside,0,ENSG00000167191,GPRC5B,2
1475,14,60515318,cg14552379,60515319,f88923,60515318,1,*,60515119,60554916,39798,+,0,inside,0,ENSG00000258670,,2
1476,14,60515318,cg14552379,60515319,f88923,60515318,1,*,60396469,60515543,119075,-,0,inside,0,ENSG00000179008,C14orf39,2
1477,5,1100094,cg05978154,1100095,f38558,1100094,1,*,1050384,1112063,61680,-,0,inside,0,ENSG00000113504,SLC12A7,2
1478,16,980561,cg05031521,980562,f32778,980561,1,*,981770,986979,5210,+,1208,upstream,1208,ENSG00000005513,SOX8,2
1479,16,980561,cg05031521,980562,f32778,980561,1,*,975761,981596,5836,-,0,inside,0,ENSG00000260807,CEROX1,2
1480,16,980561,cg05031521,980562,f32778,980561,1,*,853634,981318,127685,-,0,inside,0,ENSG00000103227,LMF1,2
1481,7,143052445,cg00020348,143052446,f144,143052445,1,*,143052341,143053282,942,+,0,inside,0,ENSG00000225781,OR6V1,2
1482,7,92613056,cg05977021,92613057,f38547,92613056,1,*,92604921,92836573,231653,-,0,inside,0,ENSG00000105810,CDK6,2
1483,7,5529481,cg18080670,5529482,f108227,5529481,1,*,5526409,5563902,37494,-,0,inside,0,ENSG00000075624,ACTB,2
1484,5,98769170,cg23416667,98769171,f135841,98769170,1,*,98768650,98798643,29994,+,0,inside,0,ENSG00000174136,RGMB,2
1485,1,229342870,cg23274123,229342871,f135062,229342870,1,*,229321011,229343294,22284,-,0,inside,0,ENSG00000154429,CCSAP,2
1486,8,22275165,cg10298898,22275166,f64329,22275165,1,*,22254576,22275162,20587,-,2,upstream,2,ENSG00000254064,,2
1487,8,22275165,cg10298898,22275166,f64329,22275165,1,*,22275316,22357568,82253,+,150,upstream,150,ENSG00000197181,PIWIL2,2
1488,1,169427468,cg00002719,169427469,f22,169427468,1,*,169394870,169460669,65800,-,0,inside,0,ENSG00000117477,CCDC181,2
1489,10,18260607,cg26803268,18260608,f153864,18260607,1,*,18206127,18261504,55378,-,0,inside,0,ENSG00000235020,,2
1490,10,18260607,cg26803268,18260608,f153864,18260607,1,*,18140424,18543557,403134,+,0,inside,0,ENSG00000165995,CACNB2,2
1491,22,22224248,cg09599259,22224249,f60347,22224248,1,*,22223187,22224566,1380,-,0,inside,0,ENSG00000228050,TOP3BP1,2
1492,5,11903910,cg14081218,11903911,f85774,11903910,1,*,10971836,11904446,932611,-,0,inside,0,ENSG00000169862,CTNND2,2
1493,1,228487969,cg16611852,228487970,f100408,228487969,1,*,228486188,228487120,933,-,848,upstream,848,ENSG00000279306,,2
1494,1,228487969,cg16611852,228487970,f100408,228487969,1,*,228487382,228496188,8807,+,0,inside,0,ENSG00000168159,RNF187,2
1495,1,222617830,cg07049833,222617831,f45099,222617830,1,*,222618097,222668007,49911,+,266,upstream,266,ENSG00000154305,MIA3,2
1496,10,22477152,cg22953960,22477153,f133292,22477152,1,*,22439954,22479480,39527,-,0,inside,0,ENSG00000286810,,2
1497,10,22477152,cg22953960,22477153,f133292,22477152,1,*,22475455,22478026,2572,-,0,inside,0,ENSG00000285254,,2
1498,5,113487673,cg01915019,113487674,f12701,113487673,1,*,113022099,113488823,466725,-,0,inside,0,ENSG00000171444,MCC,2
1499,1,33306431,cg00326300,33306432,f2203,33306431,1,*,33307348,33349245,41898,+,916,upstream,916,ENSG00000225313,,2
1500,1,35192591,cg20704215,35192592,f122145,35192591,1,*,35176378,35193145,16768,-,0,inside,0,ENSG00000116560,SFPQ,2
1501,7,1826287,cg12677853,1826288,f77512,1826287,1,*,1815793,2233243,417451,-,0,inside,0,ENSG00000002822,MAD1L1,2
1502,7,1826287,cg12677853,1826288,f77512,1826287,1,*,1815804,2242215,426412,-,0,inside,0,ENSG00000286192,,2
1503,3,49859218,cg08827110,49859219,f55875,49859218,1,*,49857988,49869935,11948,-,0,inside,0,ENSG00000164076,CAMKV,2
1504,2,37196872,cg23687288,37196873,f137290,37196872,1,*,37196488,37216193,19706,+,0,inside,0,ENSG00000218739,CEBPZOS,2
1505,2,37196872,cg23687288,37196873,f137290,37196872,1,*,37167820,37196598,28779,-,273,upstream,273,ENSG00000138068,SULT6B1,2
1506,1,153678671,cg11971027,153678672,f73653,153678671,1,*,153678688,153693992,15305,+,16,upstream,16,ENSG00000169418,NPR1,2
1507,8,143553377,cg09317036,143553378,f58699,143553377,1,*,143553207,143563062,9856,+,0,inside,0,ENSG00000104518,GSDMD,2
1508,11,111296579,cg22252026,111296580,f129701,111296579,1,*,111290787,111305498,14712,-,0,inside,0,ENSG00000196167,COLCA1,2
1509,16,81530587,cg01033642,81530588,f6999,81530587,1,*,81444808,81711762,266955,+,0,inside,0,ENSG00000153815,CMIP,2
1510,4,152309478,cg17699047,152309479,f106200,152309478,1,*,152308283,152309983,1701,-,0,inside,0,ENSG00000270302,,2
1511,7,151856734,cg24251111,151856735,f140253,151856734,1,*,151556124,151877125,321002,-,0,inside,0,ENSG00000106617,PRKAG2,2
1512,11,45665727,cg10817615,45665728,f67216,45665727,1,*,45647689,45665622,17934,-,104,upstream,104,ENSG00000175264,CHST1,2
1513,12,65963303,cg02802391,65963304,f18547,65963303,1,*,65824460,65966291,141832,+,0,inside,0,ENSG00000149948,HMGA2,2
1514,10,12042955,cg18401645,12042956,f110034,12042955,1,*,11920022,12043170,123149,-,0,inside,0,ENSG00000151461,UPF2,2
1515,2,192194919,cg06008912,192194920,f38752,192194919,1,*,191949043,192194933,245891,-,0,inside,0,ENSG00000144339,TMEFF2,2
1516,15,65211469,cg11093760,65211470,f68751,65211469,1,*,65194760,65211473,16714,-,0,inside,0,ENSG00000138615,CILP,2
1517,1,52906561,cg12547516,52906562,f76768,52906561,1,*,52895910,52927212,31303,-,0,inside,0,ENSG00000121310,ECHDC2,2
1518,16,51151149,cg08439930,51151150,f53604,51151149,1,*,51135975,51151367,15393,-,0,inside,0,ENSG00000103449,SALL1,2
1519,16,51151149,cg08439930,51151150,f53604,51151149,1,*,51150770,51442519,291750,+,0,inside,0,ENSG00000285367,,2
1520,10,69573446,cg06043042,69573447,f38928,69573446,1,*,69571698,69573422,1725,-,23,upstream,23,ENSG00000122859,NEUROG3,2
1521,8,11996369,cg02101571,11996370,f13986,11996369,1,*,11993174,11996312,3139,-,56,upstream,56,ENSG00000205882,DEFB134,2
1522,9,131421900,cg21236177,131421901,f124821,131421900,1,*,131373636,131500197,126562,+,0,inside,0,ENSG00000288701,PRRC2B,2
1523,15,31102082,cg18085517,31102083,f108255,31102082,1,*,31001061,31161273,160213,-,0,inside,0,ENSG00000134160,TRPM1,2
1524,10,101067833,cg06594919,101067834,f42086,101067833,1,*,101061989,101068131,6143,+,0,inside,0,ENSG00000107821,KAZALD1,2
1525,7,140175615,cg21526150,140175616,f126149,140175615,1,*,140084746,140176983,92238,-,0,inside,0,ENSG00000006459,KDM7A,2
1526,4,82753541,cg18948646,82753542,f112978,82753541,1,*,82629539,82798796,169258,-,0,inside,0,ENSG00000145284,SCD5,2
1527,4,82753541,cg18948646,82753542,f112978,82753541,1,*,82753337,82753430,94,-,110,upstream,110,ENSG00000207746,MIR575,2
1528,2,160201114,cg23008083,160201115,f133573,160201114,1,*,160099667,160200313,100647,-,800,upstream,800,ENSG00000115221,ITGB6,2
1529,2,160201114,cg23008083,160201115,f133573,160201114,1,*,160141981,160271888,129908,-,0,inside,0,ENSG00000285155,,2
1530,19,7888546,cg24321467,7888547,f140574,7888546,1,*,7886977,7887096,120,-,1449,upstream,1449,ENSG00000285674,5S_rRNA,2
1531,19,7888546,cg24321467,7888547,f140574,7888546,1,*,7888505,7902021,13517,+,0,inside,0,ENSG00000171017,LRRC8E,2
1532,11,65786571,cg20909686,65786572,f123116,65786571,1,*,65787063,65797214,10152,+,491,upstream,491,ENSG00000172818,OVOL1,2
1533,10,124419212,cg07274998,124419213,f46552,124419212,1,*,124397303,124418976,21674,-,235,upstream,235,ENSG00000065154,OAT,2
1534,22,26479686,cg21431832,26479687,f125668,26479686,1,*,26443423,26483837,40415,-,0,inside,0,ENSG00000100099,HPS4,2
1535,12,6970848,cg20595394,6970849,f121525,6970848,1,*,6970913,6997428,26516,+,64,upstream,64,ENSG00000126749,EMG1,2
1536,12,6970848,cg20595394,6970849,f121525,6970848,1,*,6965327,6970780,5454,-,67,upstream,67,ENSG00000215021,PHB2,2
1537,17,48618005,cg27656949,48618006,f158579,48618005,1,*,48607232,48633572,26341,-,0,inside,0,ENSG00000260027,HOXB7,2
1538,14,22598093,cg01906197,22598094,f12640,22598093,1,*,22595808,22598946,3139,-,0,inside,0,ENSG00000275552,,2
1539,14,22598093,cg01906197,22598094,f12640,22598093,1,*,22598237,22613215,14979,+,143,upstream,143,ENSG00000100439,ABHD4,2
1540,7,27242689,cg25160286,27242690,f145136,27242689,1,*,27239243,27241228,1986,-,1460,upstream,1460,ENSG00000253308,,2
1541,7,27242689,cg25160286,27242690,f145136,27242689,1,*,27241429,27247229,5801,-,0,inside,0,ENSG00000253405,EVX1-AS,2
1542,7,27242689,cg25160286,27242690,f145136,27242689,1,*,27242700,27250493,7794,+,10,upstream,10,ENSG00000106038,EVX1,2
1543,2,156334446,cg05694870,156334447,f36820,156334446,1,*,156324437,156342348,17912,-,0,inside,0,ENSG00000153234,NR4A2,2
1544,6,107730889,cg02836135,107730890,f18752,107730889,1,*,107702154,107824317,122164,-,0,inside,0,ENSG00000146285,SCML4,2
1545,17,27294748,cg27552081,27294749,f158002,27294748,1,*,27294076,27315926,21851,+,0,inside,0,ENSG00000109046,WSB1,2
1546,17,27294748,cg27552081,27294749,f158002,27294748,1,*,27293910,27293996,87,-,751,upstream,751,ENSG00000263583,MIR4522,2
1547,12,6914363,cg17303299,6914364,f104170,6914363,1,*,6913745,6923698,9954,+,0,inside,0,ENSG00000111674,ENO2,2
1548,6,169751536,cg00005543,169751537,f41,169751536,1,*,169751622,169781600,29979,+,85,upstream,85,ENSG00000130023,ERMARD,2
1549,6,169751536,cg00005543,169751537,f41,169751536,1,*,169740109,169751587,11479,-,0,inside,0,ENSG00000184786,DYNLT2,2
1550,7,128829745,cg06761584,128829746,f43195,128829745,1,*,128830406,128859274,28869,+,660,upstream,660,ENSG00000128591,FLNC,2
1551,10,12041920,cg27652887,12041921,f158557,12041920,1,*,11920022,12043170,123149,-,0,inside,0,ENSG00000151461,UPF2,2
1552,7,39311076,cg06389252,39311077,f40876,39311076,1,*,38977909,39493095,515187,+,0,inside,0,ENSG00000106536,POU6F2,2
1553,2,23135573,cg00388287,23135574,f2638,23135573,1,*,23018125,23199056,180932,-,0,inside,0,ENSG00000232451,,2
1554,10,363371,cg03538979,363372,f23359,363371,1,*,274190,689668,415479,-,0,inside,0,ENSG00000151240,DIP2C,2
1555,3,65594416,cg23080908,65594417,f133998,65594416,1,*,65353525,66038834,685310,-,0,inside,0,ENSG00000151276,MAGI1,2
1556,14,32933854,cg03298319,32933855,f21777,32933854,1,*,32934396,33820863,886468,+,541,upstream,541,ENSG00000151322,NPAS3,2
1557,1,204377515,cg02736228,204377516,f18109,204377515,1,*,204218853,204377665,158813,-,0,inside,0,ENSG00000143850,PLEKHA6,2
1558,1,204377515,cg02736228,204377516,f18109,204377515,1,*,204377850,204435846,57997,+,334,upstream,334,ENSG00000226330,,2
1559,16,49282286,cg03389653,49282287,f22402,49282286,1,*,49277917,49281838,3922,-,447,upstream,447,ENSG00000102924,CBLN1,2
1560,16,49282286,cg03389653,49282287,f22402,49282286,1,*,49282021,49350504,68484,+,0,inside,0,ENSG00000279249,,2
1561,16,2226769,cg03228065,2226770,f21353,2226769,1,*,2223580,2235742,12163,+,0,inside,0,ENSG00000167967,E4F1,2
1562,17,81553353,cg02538637,81553354,f16772,81553353,1,*,81539885,81553961,14077,-,0,inside,0,ENSG00000185504,FAAP100,2
1563,5,94618714,cg02621907,94618715,f17314,94618714,1,*,94618669,94739436,120768,+,0,inside,0,ENSG00000133302,SLF1,2
1564,5,94618714,cg02621907,94618715,f17314,94618714,1,*,94611906,94618122,6217,-,591,upstream,591,ENSG00000270133,,2
1565,5,94618714,cg02621907,94618715,f17314,94618714,1,*,94150851,94618604,467754,-,109,upstream,109,ENSG00000185261,KIAA0825,2
1566,9,109318568,cg01601476,109318569,f10718,109318568,1,*,109171974,109321059,149086,-,0,inside,0,ENSG00000095203,EPB41L4B,2
1567,8,39107507,cg22848598,39107508,f132715,39107507,1,*,39106990,39284917,177928,+,0,inside,0,ENSG00000197140,ADAM32,2
1568,1,209626008,cg26294229,209626009,f151026,209626008,1,*,209614870,209652425,37556,-,0,inside,0,ENSG00000196878,LAMB3,2
1569,7,5529504,cg00804485,5529505,f5431,5529504,1,*,5526409,5563902,37494,-,0,inside,0,ENSG00000075624,ACTB,2
1570,4,127045484,cg09086615,127045485,f57361,127045484,1,*,127043430,127077762,34333,-,0,inside,0,ENSG00000250945,,2
1571,6,151341654,cg22822893,151341655,f132572,151341654,1,*,151239967,151358559,118593,+,0,inside,0,ENSG00000131016,AKAP12,2
1572,16,82170786,cg16119274,82170787,f97449,82170786,1,*,82147798,82170224,22427,-,561,upstream,561,ENSG00000135698,MPHOSPH6,2
1573,16,82170786,cg16119274,82170787,f97449,82170786,1,*,82170296,82175803,5508,+,0,inside,0,ENSG00000261029,MPHOSPH6-DT,2
1574,5,31193233,cg10919204,31193234,f67787,31193233,1,*,31093977,31267610,173634,-,0,inside,0,ENSG00000254138,,2
1575,5,31193233,cg10919204,31193234,f67787,31193233,1,*,31193686,31329146,135461,+,452,upstream,452,ENSG00000113361,CDH6,2
1576,8,144472849,cg22614142,144472850,f131488,144472849,1,*,144466043,144474202,8160,+,0,inside,0,ENSG00000167702,KIFC2,2
1577,7,142618798,cg08394056,142618799,f53353,142618798,1,*,142618849,142619532,684,+,50,upstream,50,ENSG00000211746,TRBV19,2
1578,2,221943077,cg21446772,221943078,f125734,221943077,1,*,221944223,221944612,390,+,1145,upstream,1145,ENSG00000233868,LLPHP3,2
1579,8,96268599,cg13461821,96268600,f81617,96268599,1,*,96261902,96336995,75094,+,0,inside,0,ENSG00000156471,PTDSS1,2
1580,2,20350444,cg01722185,20350445,f11445,20350444,1,*,20248691,20352234,103544,-,0,inside,0,ENSG00000055917,PUM2,2
1581,9,127714407,cg02054493,127714408,f13626,127714407,1,*,127690348,127724873,34526,-,0,inside,0,ENSG00000187024,PTRH1,2
1582,9,127714407,cg02054493,127714408,f13626,127714407,1,*,127706988,127716002,9015,+,0,inside,0,ENSG00000160401,CFAP157,2
1583,15,82044861,cg20125569,82044862,f119221,82044861,1,*,82041778,82046119,4342,-,0,inside,0,ENSG00000183496,MEX3B,2
1584,1,92961894,cg01074347,92961895,f7278,92961894,1,*,92832737,92961522,128786,-,371,upstream,371,ENSG00000154511,DIPK1A,2
1585,1,99850371,cg04143346,99850372,f27109,99850371,1,*,99850361,99924023,73663,+,0,inside,0,ENSG00000162688,AGL,2
1586,10,124091763,cg05228404,124091764,f33936,124091763,1,*,124007668,124093598,85931,-,0,inside,0,ENSG00000182022,CHST15,2
1587,12,51955095,cg01517968,51955096,f10165,51955095,1,*,51951699,51997078,45380,+,0,inside,0,ENSG00000135503,ACVR1B,2
1588,7,105963176,cg25747783,105963177,f148119,105963176,1,*,105876796,106036432,159637,+,0,inside,0,ENSG00000128536,CDHR3,2
1589,3,87052775,cg09583921,87052776,f60272,87052775,1,*,87051192,87052738,1547,-,36,upstream,36,ENSG00000241293,PPATP1,2
1590,17,14207246,cg08823020,14207247,f55844,14207246,1,*,14069490,14231736,162247,+,0,inside,0,ENSG00000006695,COX10,2
1591,17,2983052,cg25855001,2983053,f148657,2983052,1,*,2755705,3037741,282037,+,0,inside,0,ENSG00000132359,RAP1GAP2,2
1592,17,66964166,cg26743024,66964167,f153531,66964166,1,*,66964707,67033398,68692,+,540,upstream,540,ENSG00000075461,CACNG4,2
1593,17,80942078,cg19060120,80942079,f113542,80942078,1,*,80544819,80966371,421553,+,0,inside,0,ENSG00000141564,RPTOR,2
1594,17,80942078,cg19060120,80942079,f113542,80942078,1,*,80940418,80942033,1616,-,44,upstream,44,ENSG00000262313,,2
1595,12,138149,cg06109379,138150,f39321,138149,1,*,66767,178455,111689,+,0,inside,0,ENSG00000120645,IQSEC3,2
1596,12,138149,cg06109379,138150,f39321,138149,1,*,137411,149169,11759,-,0,inside,0,ENSG00000249695,,2
1597,1,25547927,cg24156949,25547928,f139792,25547927,1,*,25543606,25568886,25281,+,0,inside,0,ENSG00000157978,LDLRAP1,2
1598,19,44942264,cg27353824,44942265,f156953,44942264,1,*,44942237,44945496,3260,+,0,inside,0,ENSG00000267467,APOC4,2
1599,19,44942264,cg27353824,44942265,f156953,44942264,1,*,44942238,44949565,7328,+,0,inside,0,ENSG00000224916,APOC4-APOC2,2
1600,10,133378109,cg06270799,133378110,f40244,133378109,1,*,133379261,133391694,12434,+,1151,upstream,1151,ENSG00000148832,PAOX,2
1601,11,70203869,cg15720547,70203870,f95275,70203869,1,*,70203296,70207390,4095,+,0,inside,0,ENSG00000168040,FADD,2
1602,2,133567325,cg01290856,133567326,f8666,133567325,1,*,132671788,133568463,896676,-,0,inside,0,ENSG00000176771,NCKAP5,2
1603,1,39133040,cg08664568,39133041,f54982,39133040,1,*,39081316,39487177,405862,+,0,inside,0,ENSG00000127603,MACF1,2
1604,3,100401505,cg03160445,100401506,f20912,100401505,1,*,100363431,100401089,37659,-,415,upstream,415,ENSG00000154174,TOMM70,2
1605,3,100401505,cg03160445,100401506,f20912,100401505,1,*,100401532,100456319,54788,+,26,upstream,26,ENSG00000206535,LNP1,2
1606,1,240493367,cg04391463,240493368,f28704,240493367,1,*,240489573,240612155,122583,-,0,inside,0,ENSG00000180875,GREM2,2
1607,17,48107921,cg08413153,48107922,f53461,48107921,1,*,48103357,48123601,20245,+,0,inside,0,ENSG00000002919,SNX11,2
