,seqnames,start,Composite Element REF,End,c
135110,2,169581915,cg23282025,169581916,2
140724,2,199469716,cg24345062,199469717,2
47299,3,152051579,cg07399209,152051580,2
137222,7,76201887,cg23678070,76201888,2
142536,1,232591092,cg24680570,232591093,2
61983,4,56314169,cg09888336,56314170,2
90038,10,112950121,cg14737332,112950122,2
55233,15,43493210,cg08703324,43493211,2
108905,3,46987845,cg18190798,46987846,2
9133,11,61967666,cg01370129,61967667,2
52199,6,46130047,cg08211306,46130048,2
150650,1,17875043,cg26232308,17875044,2
114080,12,57888723,cg19184897,57888724,2
3404,15,98840023,cg00500013,98840024,2
48982,4,1806302,cg07680129,1806303,2
5292,1,54474709,cg00782828,54474710,2
20424,12,54014880,cg03078363,54014881,2
70616,19,1851996,cg11434705,1851997,2
106513,12,75909772,cg17766651,75909773,2
154096,20,18794643,cg26836743,18794644,2
60528,1,205774880,cg09635067,205774881,2
143083,3,129606287,cg24770850,129606288,2
148193,17,7584275,cg25758952,7584276,2
108645,16,1350771,cg18146152,1350772,2
98056,4,76216929,cg16234490,76216930,2
102038,7,4817384,cg16904636,4817385,2
78206,3,139678337,cg12817908,139678338,2
101634,2,86942876,cg16821904,86942877,2
85777,19,41364438,cg14081474,41364439,2
2650,8,142472075,cg00390735,142472076,2
131053,19,38264086,cg22522066,38264087,2
79314,7,41060013,cg13039454,41060014,2
26977,2,233060471,cg04126261,233060472,2
110264,15,57704281,cg18444479,57704282,2
41534,20,57092247,cg06499892,57092248,2
85101,9,136081306,cg13978542,136081307,2
92578,15,66293665,cg15198335,66293666,2
67712,13,78608781,cg10903927,78608782,2
74279,14,85529916,cg12080751,85529917,2
55788,9,92878084,cg08811509,92878085,2
105152,8,85438660,cg17480760,85438661,2
56559,17,80023864,cg08940505,80023865,2
116700,10,67884647,cg19681528,67884648,2
138252,19,10961070,cg23892580,10961071,2
25575,8,8963748,cg03899229,8963749,2
137814,17,4806720,cg23808301,4806721,2
20588,6,43626547,cg03108263,43626548,2
60612,20,49913917,cg09647671,49913918,2
3598,12,49055280,cg00522588,49055281,2
8232,16,8713154,cg01221157,8713155,2
35767,12,53965977,cg05516489,53965978,2
150386,10,133372507,cg26182964,133372508,2
154736,14,92612282,cg26948596,92612283,2
44134,16,30650802,cg06899844,30650803,2
126945,2,159712178,cg21681675,159712179,2
93505,18,23663565,cg15393702,23663566,2
93064,8,123541342,cg15307908,123541343,2
134163,1,143667790,cg23106045,143667791,2
42372,2,105399282,cg06639320,105399283,2
118424,1,54999254,cg19971655,54999255,2
158259,10,49613007,cg27591375,49613008,2
118007,1,200453543,cg19899385,200453544,2
77901,19,28727395,cg12756686,28727396,2
84013,9,973198,cg13816321,973199,2
7906,6,26228875,cg01168740,26228876,2
35359,11,134411848,cg05446629,134411849,2
43261,8,133049947,cg06772221,133049948,2
158008,1,6167963,cg27552584,6167964,2
141040,1,41362429,cg24402067,41362430,2
44235,2,42793542,cg06913600,42793543,2
90414,4,158157714,cg14796908,158157715,2
35174,14,99604219,cg05410609,99604220,2
141677,17,39628441,cg24520381,39628442,2
106262,13,25371518,cg17713780,25371519,2
73876,7,116218080,cg12018521,116218081,2
35605,2,226661651,cg05490864,226661652,2
50068,17,70104803,cg07862930,70104804,2
33977,6,35140337,cg05235151,35140338,2
93157,8,144308846,cg15329149,144308847,2
77343,17,41914438,cg12641024,41914439,2
55898,6,52995436,cg08830754,52995437,2
62916,4,74308487,cg10057264,74308488,2
106714,21,45528451,cg17803589,45528452,2
12752,16,46885044,cg01922597,46885045,2
80271,1,155323552,cg13235288,155323553,2
27273,20,37345866,cg04172079,37345867,2
56008,19,15457549,cg08846870,15457550,2
99208,3,173397746,cg16419629,173397747,2
155088,1,11805863,cg27012203,11805864,2
1335,16,83953190,cg00187635,83953191,2
26107,1,156501496,cg03989569,156501497,2
17348,7,27118199,cg02627455,27118200,2
100705,1,40477169,cg16658130,40477170,2
34899,9,98255292,cg05369318,98255293,2
84,4,89111831,cg00010992,89111832,2
133781,3,64225315,cg23047271,64225316,2
149035,6,10412246,cg25940847,10412247,2
132303,12,111843083,cg22778180,111843084,2
51215,11,626128,cg08057038,626129,2
139693,11,134068862,cg24140030,134068863,2
41120,1,47225309,cg06432479,47225310,2
76453,10,133381649,cg12488207,133381650,2
95042,1,44831773,cg15684702,44831774,2
128285,18,46654852,cg21956318,46654853,2
69531,13,113229795,cg11232054,113229796,2
100927,1,31626595,cg16697620,31626596,2
27874,2,42339264,cg04268813,42339265,2
6742,19,50879335,cg00996764,50879336,2
92933,2,72924837,cg15270150,72924838,2
137325,8,27325580,cg23693289,27325581,2
88415,9,13705642,cg14480035,13705643,2
122541,4,151169226,cg20778600,151169227,2
18507,13,33016328,cg02796545,33016329,2
47448,14,101029267,cg07429629,101029268,2
104158,16,2238071,cg17300750,2238072,2
66690,1,201981948,cg10718078,201981949,2
96455,13,20193044,cg15936439,20193045,2
33220,4,151761747,cg05106659,151761748,2
50275,9,121268230,cg07896735,121268231,2
19774,16,49839457,cg02981163,49839458,2
151168,5,43602817,cg26317056,43602818,2
25369,18,23689446,cg03865257,23689447,2
154288,17,75635705,cg26870936,75635706,2
117654,8,22865695,cg19840732,22865696,2
17377,17,48492885,cg02630790,48492886,2
56244,15,51720473,cg08884979,51720474,2
114444,12,131872443,cg19257402,131872444,2
613,17,28473802,cg00085732,28473803,2
10044,9,35755349,cg01499988,35755350,2
95,11,4368626,cg00013006,4368627,2
24,4,1713277,cg00003091,1713278,2
99279,2,72204304,cg16429080,72204305,2
89917,8,28728293,cg14711433,28728294,2
143718,1,6171941,cg24886710,6171942,2
47547,8,86508948,cg07448949,86508949,2
6750,8,43291751,cg00997604,43291752,2
132552,3,46812807,cg22818556,46812808,2
151311,1,84690643,cg26342398,84690644,2
137448,8,21750768,cg23716449,21750769,2
125595,4,113979735,cg21415549,113979736,2
88193,9,92808375,cg14446107,92808376,2
1573,2,65421516,cg00230517,65421517,2
3947,8,22221742,cg00575769,22221743,2
148477,18,52345644,cg25818763,52345645,2
80337,10,31929040,cg13249876,31929041,2
96229,14,60515917,cg15895690,60515918,2
38787,14,50830616,cg06015203,50830617,2
60498,12,100720206,cg09627247,100720207,2
139019,5,180899142,cg24024214,180899143,2
29482,18,79433464,cg04516518,79433465,2
49263,19,45815660,cg07723659,45815661,2
946,1,213978733,cg00132255,213978734,2
92823,8,9903661,cg15248835,9903662,2
54368,11,2169852,cg08560888,2169853,2
58262,11,63765058,cg09244748,63765059,2
17328,12,6964101,cg02624246,6964102,2
126498,17,49575850,cg21586412,49575851,2
131423,19,14091664,cg22601577,14091665,2
59025,6,89080228,cg09374648,89080229,2
38576,3,42979354,cg05982399,42979355,2
6316,14,34552780,cg00936895,34552781,2
104400,11,2460315,cg17341170,2460316,2
72164,2,207625295,cg11726039,207625296,2
60558,17,68199166,cg09639622,68199167,2
20109,4,1892856,cg03033721,1892857,2
8958,4,186676432,cg01337940,186676433,2
6524,13,24161615,cg00967013,24161616,2
29520,7,26865094,cg04521957,26865095,2
18336,1,92837368,cg02769668,92837369,2
31168,2,135531446,cg04783646,135531447,2
103966,19,24087166,cg17268801,24087167,2
105062,17,49556388,cg17464350,49556389,2
59284,16,2464930,cg09420961,2464931,2
106448,10,133288345,cg17752083,133288346,2
155995,17,67531450,cg27180671,67531451,2
97019,11,2902034,cg16035277,2902035,2
21214,10,132558343,cg03207667,132558344,2
115363,19,1812079,cg19431980,1812080,2
67595,1,234656644,cg10881749,234656645,2
7062,7,44325690,cg01044261,44325691,2
26880,6,7107703,cg04112539,7107704,2
4586,21,36164625,cg00673191,36164626,2
108929,17,81488796,cg18194032,81488797,2
123531,1,236206576,cg20990511,236206577,2
148468,2,164841468,cg25815054,164841469,2
108576,5,140883501,cg18134262,140883502,2
106572,12,5457218,cg17775989,5457219,2
155652,19,45815490,cg27118825,45815491,2
43502,6,34692517,cg06810293,34692518,2
14135,14,94388697,cg02126235,94388698,2
146298,1,43367280,cg25385412,43367281,2
24929,3,81761902,cg03785807,81761903,2
28030,16,82170796,cg04290162,82170797,2
137652,2,172103067,cg23763424,172103068,2
2902,2,151410978,cg00426193,151410979,2
121193,4,5885171,cg20529645,5885172,2
61395,19,44448490,cg09793279,44448491,2
129524,17,4739962,cg22215737,4739963,2
110,5,132737755,cg00014752,132737756,2
134965,14,71647081,cg23258400,71647082,2
55926,6,43054371,cg08834050,43054372,2
154753,7,112931421,cg26951888,112931422,2
139006,3,9792769,cg24022402,9792770,2
66554,7,96327863,cg10694598,96327864,2
28250,6,39425914,cg04321126,39425915,2
61121,16,27626198,cg09739165,27626199,2
121578,6,168229628,cg20606489,168229629,2
7287,6,155129748,cg01075002,155129749,2
56172,1,175193211,cg08873628,175193212,2
18101,16,67433848,cg02734600,67433849,2
40885,6,3750842,cg06390606,3750843,2
32478,8,96645066,cg04986675,96645067,2
7181,17,50346745,cg01060952,50346746,2
81965,19,48364224,cg13513270,48364225,2
111410,19,49513613,cg18655657,49513614,2
139876,4,158173125,cg24170465,158173126,2
1510,16,8712899,cg00220102,8712900,2
59089,2,176163952,cg09387749,176163953,2
80537,11,128905804,cg13286351,128905805,2
3710,10,69361659,cg00542261,69361660,2
150998,20,41340745,cg26289871,41340746,2
106354,17,75087792,cg17733616,75087793,2
117385,12,52839030,cg19793747,52839031,2
52290,10,101061913,cg08227353,101061914,2
90010,2,231052499,cg14731570,231052500,2
69162,10,11005391,cg11172629,11005392,2
47582,2,54527764,cg07454556,54527765,2
67650,8,25000379,cg10892158,25000380,2
153329,11,70078233,cg26705266,70078234,2
7769,3,46979906,cg01149259,46979907,2
122553,8,677132,cg20780944,677133,2
829,11,705892,cg00115288,705893,2
64769,14,69485286,cg10376476,69485287,2
87508,22,41560806,cg14335069,41560807,2
157385,16,8802013,cg27436952,8802014,2
156287,2,101329405,cg27239243,101329406,2
57664,4,103077134,cg09141303,103077135,2
75754,15,67033744,cg12368188,67033745,2
92033,19,39471476,cg15098957,39471477,2
393,3,9810668,cg00054472,9810669,2
981,13,45418538,cg00139037,45418539,2
27420,6,25652162,cg04200224,25652163,2
158266,7,151018942,cg27594583,151018943,2
38730,22,27795234,cg06004017,27795235,2
122778,1,15684863,cg20826379,15684864,2
61812,5,3536165,cg09861971,3536166,2
107025,20,63894897,cg17859545,63894898,2
90265,2,5696124,cg14776201,5696125,2
3690,22,42858075,cg00539564,42858076,2
134316,12,72271991,cg23142394,72271992,2
20748,7,155643980,cg03133917,155643981,2
151433,1,46132209,cg26361540,46132210,2
153543,7,72925553,cg26744859,72925554,2
13714,9,77019121,cg02066682,77019122,2
152034,2,127068507,cg26467631,127068508,2
141104,12,8608262,cg24412650,8608263,2
68635,8,96159673,cg11073558,96159674,2
146969,3,43999611,cg25512936,43999612,2
34867,17,44221153,cg05366221,44221154,2
128511,11,101132090,cg22010617,101132091,2
46193,8,22355732,cg07216348,22355733,2
138690,5,141094420,cg23969338,141094421,2
53245,5,36876852,cg08374525,36876853,2
155106,5,169351024,cg27016579,169351025,2
72684,12,57178630,cg11813198,57178631,2
91894,1,116312290,cg15071463,116312291,2
1710,9,1051579,cg00250430,1051580,2
71964,2,189580751,cg11692477,189580752,2
986,18,3879595,cg00140112,3879596,2
22721,6,41547312,cg03442064,41547313,2
133039,2,219391679,cg22902891,219391680,2
28468,6,88045541,cg04353131,88045542,2
118038,2,99154599,cg19904411,99154600,2
19118,16,67346331,cg02892650,67346332,2
27519,2,152525109,cg04215359,152525110,2
3164,7,156639832,cg00465958,156639833,2
66795,7,27152437,cg10739556,27152438,2
121078,10,48684909,cg20504007,48684910,2
153152,5,13783575,cg26676090,13783576,2
69640,19,2227700,cg11251006,2227701,2
74778,14,24136046,cg12170917,24136047,2
68379,12,6364477,cg11026867,6364478,2
141894,8,27919371,cg24554944,27919372,2
5465,14,92748693,cg00808730,92748694,2
130010,2,47030445,cg22321808,47030446,2
16251,21,26967985,cg02462195,26967986,2
128030,4,153464984,cg21908828,153464985,2
135677,17,4678909,cg23387401,4678910,2
77250,15,96782955,cg12625496,96782956,2
112459,1,239719540,cg18853490,239719541,2
142456,17,80725022,cg24667756,80725023,2
152176,5,83568521,cg26496628,83568522,2
112619,6,37538409,cg18877699,37538410,2
99338,6,145735283,cg16437679,145735284,2
17668,4,75630858,cg02675308,75630859,2
151668,17,78621882,cg26400341,78621883,2
58299,14,58641019,cg09250072,58641020,2
64652,16,8961669,cg10359807,8961670,2
98882,2,71276418,cg16368750,71276419,2
146509,21,39867562,cg25421566,39867563,2
120352,12,37548637,cg20355731,37548638,2
114267,7,36762923,cg19224047,36762924,2
110652,8,94896391,cg18511285,94896392,2
86598,8,143598723,cg14203118,143598724,2
157111,11,61820508,cg27386326,61820509,2
56422,20,63362075,cg08912400,63362076,2
50394,6,90296602,cg07914959,90296603,2
18837,16,53054749,cg02851147,53054750,2
92541,17,81891178,cg15189070,81891179,2
10982,11,112241849,cg01643712,112241850,2
104434,17,82971269,cg17346650,82971270,2
49637,1,155927118,cg07789281,155927119,2
121504,17,64969394,cg20591695,64969395,2
20000,13,35476764,cg03014934,35476765,2
24901,16,19885771,cg03780561,19885772,2
88923,14,60515318,cg14552379,60515319,2
38558,5,1100094,cg05978154,1100095,2
32778,16,980561,cg05031521,980562,2
144,7,143052445,cg00020348,143052446,2
38547,7,92613056,cg05977021,92613057,2
108227,7,5529481,cg18080670,5529482,2
135841,5,98769170,cg23416667,98769171,2
135062,1,229342870,cg23274123,229342871,2
64329,8,22275165,cg10298898,22275166,2
22,1,169427468,cg00002719,169427469,2
153864,10,18260607,cg26803268,18260608,2
60347,22,22224248,cg09599259,22224249,2
85774,5,11903910,cg14081218,11903911,2
100408,1,228487969,cg16611852,228487970,2
45099,1,222617830,cg07049833,222617831,2
133292,10,22477152,cg22953960,22477153,2
12701,5,113487673,cg01915019,113487674,2
2203,1,33306431,cg00326300,33306432,2
122145,1,35192591,cg20704215,35192592,2
77512,7,1826287,cg12677853,1826288,2
55875,3,49859218,cg08827110,49859219,2
137290,2,37196872,cg23687288,37196873,2
43732,14,70686198,cg06839388,70686199,2
73653,1,153678671,cg11971027,153678672,2
58699,8,143553377,cg09317036,143553378,2
129701,11,111296579,cg22252026,111296580,2
6999,16,81530587,cg01033642,81530588,2
106200,4,152309478,cg17699047,152309479,2
140253,7,151856734,cg24251111,151856735,2
67216,11,45665727,cg10817615,45665728,2
18547,12,65963303,cg02802391,65963304,2
110034,10,12042955,cg18401645,12042956,2
38752,2,192194919,cg06008912,192194920,2
68751,15,65211469,cg11093760,65211470,2
76768,1,52906561,cg12547516,52906562,2
53604,16,51151149,cg08439930,51151150,2
38928,10,69573446,cg06043042,69573447,2
13986,8,11996369,cg02101571,11996370,2
124821,9,131421900,cg21236177,131421901,2
108255,15,31102082,cg18085517,31102083,2
42086,10,101067833,cg06594919,101067834,2
126149,7,140175615,cg21526150,140175616,2
112978,4,82753541,cg18948646,82753542,2
133573,2,160201114,cg23008083,160201115,2
140574,19,7888546,cg24321467,7888547,2
123116,11,65786571,cg20909686,65786572,2
46552,10,124419212,cg07274998,124419213,2
125668,22,26479686,cg21431832,26479687,2
121525,12,6970848,cg20595394,6970849,2
158579,17,48618005,cg27656949,48618006,2
12640,14,22598093,cg01906197,22598094,2
74829,4,26028841,cg12180270,26028842,2
145136,7,27242689,cg25160286,27242690,2
36820,2,156334446,cg05694870,156334447,2
18752,6,107730889,cg02836135,107730890,2
158002,17,27294748,cg27552081,27294749,2
104170,12,6914363,cg17303299,6914364,2
41,6,169751536,cg00005543,169751537,2
43195,7,128829745,cg06761584,128829746,2
58724,14,75392893,cg09320277,75392894,2
158557,10,12041920,cg27652887,12041921,2
40876,7,39311076,cg06389252,39311077,2
2638,2,23135573,cg00388287,23135574,2
95304,17,36742422,cg15725989,36742423,2
23359,10,363371,cg03538979,363372,2
133998,3,65594416,cg23080908,65594417,2
21777,14,32933854,cg03298319,32933855,2
18109,1,204377515,cg02736228,204377516,2
22402,16,49282286,cg03389653,49282287,2
21353,16,2226769,cg03228065,2226770,2
16772,17,81553353,cg02538637,81553354,2
17314,5,94618714,cg02621907,94618715,2
10718,9,109318568,cg01601476,109318569,2
132715,8,39107507,cg22848598,39107508,2
151026,1,209626008,cg26294229,209626009,2
5431,7,5529504,cg00804485,5529505,2
57361,4,127045484,cg09086615,127045485,2
132572,6,151341654,cg22822893,151341655,2
97449,16,82170786,cg16119274,82170787,2
67787,5,31193233,cg10919204,31193234,2
131488,8,144472849,cg22614142,144472850,2
55597,6,134740260,cg08773226,134740261,2
53353,7,142618798,cg08394056,142618799,2
125734,2,221943077,cg21446772,221943078,2
81617,8,96268599,cg13461821,96268600,2
11445,2,20350444,cg01722185,20350445,2
13626,9,127714407,cg02054493,127714408,2
119221,15,82044861,cg20125569,82044862,2
7278,1,92961894,cg01074347,92961895,2
27109,1,99850371,cg04143346,99850372,2
33936,10,124091763,cg05228404,124091764,2
10165,12,51955095,cg01517968,51955096,2
148119,7,105963176,cg25747783,105963177,2
60272,3,87052775,cg09583921,87052776,2
55844,17,14207246,cg08823020,14207247,2
148657,17,2983052,cg25855001,2983053,2
153531,17,66964166,cg26743024,66964167,2
113542,17,80942078,cg19060120,80942079,2
39321,12,138149,cg06109379,138150,2
139792,1,25547927,cg24156949,25547928,2
156953,19,44942264,cg27353824,44942265,2
40244,10,133378109,cg06270799,133378110,2
95275,11,70203869,cg15720547,70203870,2
8666,2,133567325,cg01290856,133567326,2
54982,1,39133040,cg08664568,39133041,2
20912,3,100401505,cg03160445,100401506,2
28704,1,240493367,cg04391463,240493368,2
53461,17,48107921,cg08413153,48107922,2
21977,12,52905127,cg03327403,52905128,2
94710,7,27184724,cg15623480,27184725,2
82855,17,45121243,cg13641043,45121244,2
64295,11,126283070,cg10291648,126283071,2
119707,8,30381219,cg20237264,30381220,2
65919,7,1452151,cg10583473,1452152,2
17498,3,99499326,cg02646433,99499327,2
180,2,9424119,cg00024812,9424120,2
110592,16,31443027,cg18499890,31443028,2
11741,2,11746487,cg01771876,11746488,2
57229,5,59035059,cg09062288,59035060,2
67895,2,70302193,cg10941484,70302194,2
73285,19,53058558,cg11910287,53058559,2
1627,12,663695,cg00237010,663696,2
58939,10,13347395,cg09360715,13347396,2
66632,1,25618023,cg10706230,25618024,2
125085,6,22737489,cg21284524,22737490,2
71322,1,87132386,cg11582018,87132387,2
101423,2,72924466,cg16781647,72924467,2
80268,3,149474517,cg13235059,149474518,2
82298,13,43022470,cg13561081,43022471,2
105069,10,133378550,cg17465130,133378551,2
153970,11,123196248,cg26819695,123196249,2
8411,10,120949516,cg01250603,120949517,2
145445,7,5238662,cg25224330,5238663,2
23642,10,35246987,cg03584094,35246988,2
10679,11,67606742,cg01594514,67606743,2
146183,17,68101669,cg25366822,68101670,2
99382,17,56596977,cg16447652,56596978,2
124349,5,75052362,cg21158502,75052363,2
111962,11,65575872,cg18765439,65575873,2
91789,20,33055245,cg15055060,33055246,2
28133,2,169364836,cg04304352,169364837,2
107408,2,188291822,cg17931661,188291823,2
67580,5,1729141,cg10880177,1729142,2
706,1,197413641,cg00097038,197413642,2
25576,16,29900309,cg03899609,29900310,2
35462,17,46923427,cg05467167,46923428,2
43946,1,31742936,cg06871798,31742937,2
88371,9,122941561,cg14472972,122941562,2
51693,1,32221972,cg08129048,32221973,2
42397,2,73156945,cg06641415,73156946,2
57843,12,21501963,cg09170652,21501964,2
92368,11,1200346,cg15158086,1200347,2
126431,5,146182447,cg21574815,146182448,2
79035,16,729218,cg12981843,729219,2
90346,5,24170177,cg14788768,24170178,2
139617,10,18400574,cg24128066,18400575,2
151751,13,27454844,cg26416766,27454845,2
48664,1,1331401,cg07624812,1331402,2
114980,7,149719732,cg19364784,149719733,2
56079,9,128250674,cg08858201,128250675,2
71,11,61516393,cg00009053,61516394,2
84176,9,110256116,cg13843427,110256117,2
2205,10,43396627,cg00326958,43396628,2
2471,12,6963533,cg00366413,6963534,2
156667,2,74508780,cg27306986,74508781,2
121350,19,5294185,cg20559657,5294186,2
2229,15,26868766,cg00329728,26868767,2
50002,16,89201632,cg07850527,89201633,2
52423,22,41288702,cg08244518,41288703,2
97240,1,58577527,cg16080552,58577528,2
2434,2,239401023,cg00360072,239401024,2
23376,8,23068740,cg03542721,23068741,2
81915,3,171843270,cg13503148,171843271,2
64563,4,70704677,cg10342148,70704678,2
53382,12,120369513,cg08399917,120369514,2
137203,1,25728209,cg23675930,25728210,2
124348,5,136192175,cg21158476,136192176,2
19140,16,28294212,cg02896250,28294213,2
29960,21,16589417,cg04585185,16589418,2
55887,7,95396524,cg08828819,95396525,2
67121,2,44291791,cg10801607,44291792,2
126958,11,64235163,cg21684681,64235164,2
58275,4,159383674,cg09246878,159383675,2
87996,11,2929173,cg14415214,2929174,2
74912,5,174718505,cg12194898,174718506,2
91558,10,1025962,cg15011837,1025963,2
65499,17,38852945,cg10510505,38852946,2
104770,5,115544990,cg17412405,115544991,2
71287,20,21126472,cg11574758,21126473,2
149479,12,54015428,cg26019295,54015429,2
1563,3,184561833,cg00229368,184561834,2
111422,14,101565089,cg18658397,101565090,2
16461,2,104864229,cg02488942,104864230,2
686,17,79183917,cg00094739,79183918,2
59309,11,45665731,cg09426197,45665732,2
50034,16,69089380,cg07855319,69089381,2
73999,1,156816861,cg12039611,156816862,2
115112,4,139860231,cg19387239,139860232,2
44374,7,13850246,cg06936290,13850247,2
148520,17,7384333,cg25827022,7384334,2
136791,1,6419568,cg23603891,6419569,2
93410,2,11724301,cg15380473,11724302,2
96542,3,64685639,cg15956237,64685640,2
112295,15,78810879,cg18823784,78810880,2
407,8,9933840,cg00056202,9933841,2
136934,11,110712187,cg23632529,110712188,2
124782,12,757123,cg21230547,757124,2
7571,5,134114326,cg01116966,134114327,2
112689,1,21424856,cg18892096,21424857,2
57002,13,114044620,cg09020213,114044621,2
139360,3,126357523,cg24082730,126357524,2
110183,2,85102707,cg18431572,85102708,2
47218,19,2213934,cg07385220,2213935,2
46506,12,52849138,cg07265310,52849139,2
65475,12,121465525,cg10507156,121465526,2
30068,13,95552616,cg04603730,95552617,2
18096,4,10018931,cg02734326,10018932,2
44307,16,29961618,cg06926254,29961619,2
3045,17,28598993,cg00449941,28598994,2
119628,3,15983033,cg20216309,15983034,2
62268,15,43796611,cg09938490,43796612,2
125552,13,74552805,cg21404448,74552806,2
113907,3,187914540,cg19140928,187914541,2
141643,3,184299069,cg24513937,184299070,2
78378,11,2805721,cg12851635,2805722,2
7561,13,32311945,cg01115236,32311946,2
131932,6,14712116,cg22701143,14712117,2
84654,9,89678382,cg13912573,89678383,2
98986,18,74498781,cg16387467,74498782,2
88562,9,91727756,cg14503200,91727757,2
155,15,43106383,cg00021783,43106384,2
106369,2,172087408,cg17737681,172087409,2
102543,8,74315329,cg17008770,74315330,2
67657,1,3313175,cg10893986,3313176,2
145541,22,37953529,cg25245266,37953530,2
128855,5,59039854,cg22078451,59039855,2
44864,2,176149898,cg07011913,176149899,2
1510,16,8712899,cg00220102,8712900,3
9875,2,118839839,cg01471264,118839840,3
48402,19,2774334,cg07586345,2774335,3
23371,5,2111995,cg03540794,2111996,3
90131,10,34110916,cg14753293,34110917,3
148504,2,240136641,cg25823214,240136642,3
94128,12,132491148,cg15515537,132491149,3
24849,1,55211142,cg03772567,55211143,3
6755,8,144619241,cg00998132,144619242,3
152489,6,113361273,cg26552650,113361274,3
93204,15,82952158,cg15338449,82952159,3
21415,4,24329089,cg03238216,24329090,3
52208,2,8494697,cg08212913,8494698,3
149727,5,959026,cg26070865,959027,3
137840,13,110150391,cg23814223,110150392,3
101899,12,132305666,cg16876527,132305667,3
2019,2,61017735,cg00298910,61017736,3
25472,2,130756590,cg03882167,130756591,3
5214,2,241659428,cg00771084,241659429,3
129965,19,48965234,cg22310976,48965235,3
30871,3,184180924,cg04736401,184180925,3
29346,17,59664212,cg04497094,59664213,3
142328,1,111200649,cg24641737,111200650,3
88873,17,43402105,cg14545159,43402106,3
14243,8,142404675,cg02146026,142404676,3
6414,16,62035413,cg00950846,62035414,3
91753,11,44977651,cg15046507,44977652,3
121624,1,113675564,cg20616821,113675565,3
23508,11,13358465,cg03562441,13358466,3
107971,5,177433862,cg18034719,177433863,3
25918,1,109764020,cg03956353,109764021,3
100888,14,68627088,cg16691714,68627089,3
103313,1,119001447,cg17147211,119001448,3
6515,7,5496117,cg00966405,5496118,3
145123,4,173506237,cg25156915,173506238,3
113140,13,110513090,cg18978643,110513091,3
1646,3,39106851,cg00239685,39106852,3
53518,6,161171189,cg08424166,161171190,3
23125,3,49550812,cg03507119,49550813,3
120548,5,66828760,cg20396510,66828761,3
132154,6,3517719,cg22745369,3517720,3
244,7,133082372,cg00032852,133082373,3
82,1,90717432,cg00010742,90717433,3
105748,10,3119862,cg17598190,3119863,3
155848,5,140043492,cg27152280,140043493,3
91422,1,9654785,cg14989202,9654786,3
105848,7,100881310,cg17619347,100881311,3
13714,9,77019121,cg02066682,77019122,3
10854,20,4686202,cg01620308,4686203,3
93158,5,132658036,cg15329179,132658037,3
42750,10,43648595,cg06694283,43648596,3
139480,17,44005556,cg24105314,44005557,3
58341,10,16438653,cg09254926,16438654,3
66292,21,40846625,cg10644072,40846626,3
121611,1,155927151,cg20613438,155927152,3
26998,10,127196870,cg04128746,127196871,3
31216,17,34579603,cg04790084,34579604,3
5081,16,19875333,cg00748640,19875334,3
157721,8,59119687,cg27496650,59119688,3
137155,10,80408323,cg23668805,80408324,3
100874,1,152107237,cg16689481,152107238,3
155157,4,26863688,cg27025079,26863689,3
35431,5,115545018,cg05461448,115545019,3
655,1,225999575,cg00090648,225999576,3
43807,2,95649099,cg06850509,95649100,3
121585,11,66546888,cg20608119,66546889,3
32626,16,8752382,cg05007180,8752383,3
105536,17,43907854,cg17552029,43907855,3
118412,7,33807522,cg19968179,33807523,3
46659,11,2901577,cg07291601,2901578,3
59586,11,32089505,cg09473664,32089506,3
5515,3,13637971,cg00816609,13637972,3
21514,10,112876080,cg03254336,112876081,3
28659,16,69311782,cg04383369,69311783,3
929,13,27969052,cg00130039,27969053,3
6256,2,68122957,cg00928226,68122958,3
38142,5,55219812,cg05918355,55219813,3
118018,19,50365750,cg19901005,50365751,3
1238,19,709889,cg00174901,709890,3
114040,17,15260803,cg19175649,15260804,3
26004,11,92969341,cg03970229,92969342,3
121259,8,13065771,cg20543645,13065772,3
57972,4,9781739,cg09191036,9781740,3
125325,8,122434029,cg21347347,122434030,3
77719,14,56118374,cg12720459,56118375,3
10793,2,101742565,cg01611777,101742566,3
5177,1,155301420,cg00764632,155301421,3
91552,1,217431269,cg15011026,217431270,3
131229,3,105368327,cg22557207,105368328,3
3122,2,119240496,cg00460795,119240497,3
36091,10,114045209,cg05575054,114045210,3
38523,20,36431655,cg05972934,36431656,3
85291,16,2979752,cg14005217,2979753,3
91423,6,75493814,cg14989243,75493815,3
151775,17,16535756,cg26421286,16535757,3
75675,12,121509719,cg12352601,121509720,3
329,6,93419171,cg00044245,93419172,3
155192,14,96574118,cg27031586,96574119,3
18322,12,108598372,cg02768162,108598373,3
93687,7,27185857,cg15431544,27185858,3
55826,5,150582939,cg08818337,150582940,3
85249,2,96325244,cg13997864,96325245,3
127928,19,8209629,cg21886612,8209630,3
80100,19,57600399,cg13203804,57600400,3
98126,1,55081417,cg16245868,55081418,3
20731,1,248906108,cg03131272,248906109,3
40245,7,23298631,cg06270993,23298632,3
24001,5,179907771,cg03637622,179907772,3
11232,8,23682295,cg01688141,23682296,3
139,18,50729776,cg00019841,50729777,3
107155,19,990398,cg17881203,990399,3
50444,14,54737251,cg07921759,54737252,3
83721,13,50128659,cg13774342,50128660,3
19050,15,33194857,cg02882448,33194858,3
82001,8,29665322,cg13518625,29665323,3
19561,10,79394436,cg02953007,79394437,3
