seqnames,start
6,154733945
12,118136083
3,170908568
6,28219046
12,24584845
1,178542601
18,3452304
22,29837935
18,5891603
1,151540116
17,41757700
6,65787853
2,32165868
5,86617810
7,128845053
12,107761085
1,36223798
20,32277598
17,35764186
12,120282259
1,35120852
15,28099266
20,40687578
1,2400721
1,8878756
3,45593731
5,43302031
3,37946347
2,200481487
15,89221973
7,2655635
7,50782867
12,29318029
2,209771626
2,241508646
2,170812765
11,67805245
15,26883787
1,5992710
1,3112249
6,136361000
5,134845837
10,15088388
22,27980653
1,228406564
1,163071912
8,101205833
13,48037914
2,206159163
13,99971876
1,8317808
16,88383853
1,229434541
2,197516001
1,201539837
1,20732988
2,241541530
2,71227408
2,99155436
7,130668991
2,96700253
1,1472724
20,10218821
17,39402259
1,13779112
2,27029646
7,157392657
20,21100575
20,62711870
17,48574360
1,246565375
5,163502651
2,101999062
12,13002228
20,31952057
6,41548748
18,34224778
7,135662840
7,26364160
11,125263439
11,2903293
11,57335940
5,132294482
5,12794688
11,66334768
13,113454200
11,330536
22,20017088
14,105169426
11,45144833
3,52239275
5,24487898
2,85135357
6,33621354
7,99919746
4,55854036
4,13484273
18,158292
10,35641551
16,89433817
7,150716592
14,63642034
11,955328
2,237628196
2,1839267
12,45051274
2,3449342
2,133266521
7,94910540
14,23306578
12,132842670
4,108167623
12,116143609
17,18247640
11,115760030
7,117322462
2,189676674
18,26548593
2,124025136
15,65611109
14,70821824
17,8397800
19,41364426
7,90596729
2,69437185
3,45995965
5,1468546
18,72868101
14,102139604
14,26204840
21,32612417
2,43596088
5,132813323
4,82891053
5,151770468
5,154690813
22,36775981
14,104178558
2,3318288
2,68467385
14,24131360
2,26244665
5,143874384
11,119026478
3,38649873
3,30606281
9,122371039
7,55964429
2,237600519
7,5214110
6,109290464
18,59220088
14,102015896
20,62860852
2,74421627
5,116575033
12,109712375
8,55879814
12,27014643
4,41867158
11,64292122
2,55519411
7,93575040
1,2467615
12,97756527
3,181710909
12,49091995
2,231180152
3,196754744
15,55676439
11,65890424
3,50303862
13,72782218
7,157010868
6,41072526
15,90249771
18,3411823
2,236216487
4,25234143
2,149039039
15,100704066
11,94831588
15,52794433
7,1896603
9,98943626
7,4775529
7,86786998
11,77046126
19,11170237
20,63865153
20,58389353
22,31346494
3,20182431
6,98835965
3,51707119
15,90249420
18,35241015
15,42920165
14,67619832
13,77919455
4,4327714
15,82046892
11,10802204
20,4824072
4,146638496
1,2323143
10,93601629
11,68411370
4,141133664
2,11682029
7,157659214
19,14207303
7,2169195
4,108171568
11,121292738
13,27975561
13,19782451
10,69573020
3,138010067
14,75176915
13,28659151
4,2755979
13,112452159
8,142348230
5,180908722
6,108118307
11,1023614
20,31569547
6,43171227
1,67135024
2,197435247
5,128537704
17,59155600
3,52835272
19,4559787
2,96762158
22,37427482
3,35679792
11,9264752
6,44387034
3,187737946
13,35855815
6,109456104
7,75789993
2,27629000
2,189661339
4,121932808
14,103607594
14,35214628
14,93232070
12,117760917
19,16112341
19,3573753
11,78046337
7,1713937
19,41265968
15,61231709
17,2303446
3,170357453
21,44331321
5,72179476
12,1595097
4,25309046
3,183697645
20,38165313
11,111912775
2,128901846
12,14365992
19,37334544
14,103855556
6,106629562
6,33904587
8,12755632
2,20667592
19,52397717
17,3637120
14,103889772
5,94111943
19,45496896
15,71118266
7,4191353
5,157743566
5,3736504
17,7115097
18,11148933
19,57280854
4,2905042
2,48530583
5,140691397
7,6164638
13,20773347
19,7926220
14,21846234
18,13726606
19,8308078
18,63320784
19,10292385
15,100342026
4,88706990
21,45267075
1,234610436
11,62647228
17,5128071
19,41124826
20,35092947
1,111448262
17,60526179
4,26583847
19,10654062
22,41381775
15,56733816
1,110519207
11,82814740
4,6910747
12,8032428
19,2488466
3,130111475
7,34939362
20,49278873
17,81552677
16,67719651
4,2792889
5,134368039
5,149024551
19,36114958
12,132361741
14,99269806
14,44900274
2,38749108
17,51166202
22,49771596
3,52999099
5,140834339
5,36606922
12,54384528
14,72459597
17,47424331
20,44911561
3,101940843
22,42071090
18,8662017
17,6071128
18,79400221
2,85717387
14,23006889
2,131106142
19,10224561
7,26364182
3,147408137
14,100277817
20,18288507
3,50340976
20,45255105
5,6633247
18,5544090
14,28778399
14,100825660
12,132525686
7,100866523
3,138929210
2,231056790
2,238203607
22,41176920
12,57487395
2,67561736
4,140286640
5,56206931
12,120710863
2,176123777
6,125780802
17,32927860
20,63058507
11,3164865
19,50770667
1,202007952
14,102785273
12,104458131
14,35533654
19,18607865
17,28743600
19,35510499
6,149566437
22,50090135
3,33798323
3,172169603
5,141427923
2,73233297
9,88990978
3,197297838
2,233476856
8,1966910
2,222304222
4,8587131
7,93890161
19,45251867
4,13544015
12,51531900
10,78974255
2,236164354
3,11157009
18,54959437
2,161417013
20,56468460
2,66435453
18,75455716
9,83956494
4,140154214
17,74356689
3,47282690
7,117862698
7,75914833
6,144095716
2,29920873
17,78378363
11,134224757
19,1080698
10,14878833
17,64146019
17,1400222
19,47755851
14,37622970
17,17972712
10,132445098
15,75347092
7,44111289
3,179604691
12,95943140
12,113156497
5,2129760
18,57438090
11,124873062
7,100119099
19,50639356
12,50504839
19,42005794
3,37240357
16,729218
11,32428275
5,177096369
20,38033184
3,190387820
20,63537441
13,77919785
19,57814858
17,81963900
19,2334616
5,180328324
11,64234522
4,82890431
15,90903583
12,124913611
8,11692350
11,85627927
8,139732245
3,12484251
19,4345968
3,120284911
17,77374529
12,120282519
13,57148268
6,37816815
19,31350653
7,32299338
9,136840558
11,119334205
7,141974103
20,50190383
7,51591051
7,51316674
2,46915744
13,52455453
5,69365523
4,37827322
20,44247293
6,145963876
12,26226715
4,143336836
13,93227291
7,44885189
17,8310010
17,21593554
3,84958954
5,170681183
3,98971696
4,87649435
6,34465615
5,141121535
22,37983742
22,29388635
2,131039375
17,77089100
5,88683687
12,43758959
17,28357842
8,28083888
8,96235549
11,64449166
6,34144028
20,36465525
12,120577551
8,677358
3,147423060
12,12725821
7,100874944
1,225428773
17,2698685
2,128322067
4,52038531
6,151391599
17,3592603
5,151924751
17,50548992
1,156859585
17,2392629
4,151276957
3,50238143
3,72289303
7,6009032
12,115945085
11,119106764
16,85642686
7,27185439
17,18258303
3,14944016
9,131277144
19,917068
5,172849440
7,69593557
1,17011347
19,6333576
12,93983194
2,199463105
3,177694461
2,219563505
2,200585804
19,48393665
5,34839714
12,21437698
11,65625445
12,6845307
7,50093057
6,56724457
6,99608184
6,73362597
3,49007118
3,113212507
1,224434132
17,45261856
13,113122718
5,10467861
7,141119531
7,100336345
5,81837773
17,41527548
4,26361170
2,20225919
9,114078545
12,6904635
5,173238704
5,180590349
2,231250024
22,32356782
16,682033
9,134409271
12,10940684
13,19818566
14,95157495
5,139560972
2,61905479
2,97761476
18,35498044
6,73361243
2,219547684
2,207931047
22,30505262
17,38506136
12,49055353
7,149418292
19,42281322
3,119642823
2,226798318
11,6927034
12,51172989
22,23751268
8,80122185
5,138466563
14,68979420
12,122980093
2,130755417
3,42684151
6,17583896
3,122384414
5,168528753
2,176096875
14,23365700
3,57693311
3,46908926
5,168578902
21,46185072
11,926062
14,91254234
14,105219279
14,36504486
5,115296387
17,18377707
7,98983387
14,23035578
11,47249030
11,60971499
13,111559906
11,64642920
16,5097951
11,493208
7,42932311
12,124554797
21,33109554
9,137159604
14,22919197
7,154889803
2,132668725
11,16607397
22,30356656
11,77147901
7,56227699
6,116829635
3,57165394
14,77024680
7,129611509
12,103957055
17,74623823
2,236120225
5,171407561
7,96709937
14,95360493
6,170280809
14,105411316
3,169966890
14,102726803
15,36880816
6,12012347
17,82491481
15,50182557
2,14634778
9,128921583
18,26091095
5,140827913
14,81533902
4,183987641
18,11823832
5,141441858
3,107208682
4,164977683
5,138339729
14,69880267
3,133661946
11,12008541
7,150993645
15,66356824
2,120729720
6,158819742
3,71754988
14,93926372
14,102018458
17,1754154
3,160561532
21,33403818
7,43113793
15,74726197
5,61162951
17,42562233
15,43989165
2,37838090
11,72793572
12,13980470
3,141368348
16,86515670
7,10973899
14,23567845
13,51451512
17,29006255
12,50765163
2,240558182
17,19387395
7,5420014
1,11681476
13,28532733
12,45051119
5,77972910
16,58463863
14,95157615
3,187202560
4,183798620
3,186567609
7,106009754
6,166169097
21,32576251
5,3188198
5,121961634
12,7189632
6,43143502
9,130939012
12,108854550
6,151239920
3,28575813
18,5544662
12,131895019
7,30594542
3,160224708
8,144180300
3,53846690
6,125103253
15,41838452
17,75270960
4,39459535
22,27678000
7,41060013
9,132669615
3,194672610
20,5113265
9,133200006
13,45311967
6,52239820
5,179821748
3,134373772
11,123755777
2,99336327
7,23597398
5,160312390
7,1568232
8,73093521
5,1938435
14,103715056
14,35826464
11,107019521
7,99374574
11,93731176
21,32495241
8,71362363
4,3526568
15,76012205
3,196122140
11,65546690
20,62962824
2,64751748
8,104330137
17,28662414
3,89852077
2,98608295
19,747160
5,134115552
15,25439690
13,18600079
6,167662573
19,39172991
7,101743399
3,101574165
2,60298376
1,22264868
15,55412321
17,12021535
15,66498072
2,1209193
21,38769885
17,76645085
3,72848898
15,56243476
14,24339862
13,39611433
3,127697737
5,177497673
17,9576648
15,34337505
7,116957164
11,68120511
6,111482841
13,99959054
1,66533555
11,68750061
14,105418801
17,42682985
21,35887504
2,45010093
3,183095436
2,233451286
15,88512613
7,63572510
3,133808278
1,1399423
2,113157735
15,65245626
15,65355916
11,67402342
2,8682158
13,25169861
12,44876693
1,204250071
2,135876037
8,1958146
7,134458497
4,99650651
17,38415768
6,149648638
1,10797034
4,8440776
2,169798919
1,69567706
11,130002990
17,72123468
8,24384596
1,111990599
1,3623914
1,179742892
9,121699719
1,112743988
17,29179952
2,68365217
13,36432474
8,57991335
15,88741782
1,225652818
20,46894459
9,134439471
12,62933392
2,230068976
11,18791997
11,78702569
21,20997167
8,144444240
1,89763199
17,69452100
3,184561548
11,119150069
13,111900673
17,78429227
11,112290477
8,66674818
8,134734935
1,204190370
3,146161192
15,40769819
12,53499758
13,89362259
1,170284476
2,85753828
1,180255574
21,33491584
1,211353363
1,6281080
3,68008163
11,64854443
1,155251486
16,67393382
17,6635178
3,130581896
14,68624736
22,24005642
9,113221704
17,62668793
10,133064836
12,100573603
11,66639273
12,51083575
10,133183496
7,45574153
8,132480924
7,144357195
15,25090002
3,12964414
3,169967300
7,75739014
21,44886785
3,37452912
1,201648315
11,2445558
3,133805641
13,112074035
14,94768321
19,36489848
8,143379837
4,3747686
7,111562339
4,57119032
3,127135465
17,7613940
12,131800024
17,8122984
1,28328882
15,41970158
15,25085223
3,122514350
11,33658881
6,39314617
4,113761548
2,25342734
6,15266551
15,24676036
6,44342613
2,152717683
1,10399516
20,2101789
6,77464290
17,43755505
8,28316938
11,60856119
8,104643673
4,20253459
19,45468373
1,201955410
19,2624624
1,116372889
19,54463200
12,110743079
6,150005253
20,63306131
21,45439573
12,995286
6,57423613
12,4272417
14,99175441
4,82798755
1,118984533
11,34600812
7,23474859
7,143837452
1,214608561
7,26675138
7,1268964
12,112167905
7,155804769
7,143381099
14,95535032
12,131830741
15,20358825
21,46391435
19,14689918
1,23483501
19,3762583
19,1311812
15,41477278
5,139697239
11,119334663
11,121127746
19,41264036
19,7618039
16,1983501
1,117122564
15,101056964
12,6938087
12,94150649
2,209809340
1,182391185
15,69160457
1,21338317
10,80356649
7,5606147
2,113165619
20,43916076
11,47770421
2,63841571
1,80496091
12,26124992
6,73369817
18,56638729
2,102443426
1,227887722
11,64891474
17,27459498
8,123486730
1,58816250
14,34630312
7,30682743
2,46699051
8,103141525
6,890230
20,63627584
3,47825391
7,134317226
21,32569404
17,37066149
19,46041404
4,24800718
18,57352612
17,50692979
13,32311365
8,101064284
18,23503492
6,138161799
4,159267575
17,29180588
14,74348455
7,38177907
14,105491087
14,50559882
9,36401463
8,28386637
1,153616451
12,120087368
3,139538957
13,113402036
1,227563550
19,49788802
1,2306552
2,127664539
1,116944917
1,184867071
22,50519468
1,198541123
11,61816116
7,64889072
6,3849584
2,153872546
4,913970
20,3174253
9,78236517
17,80694208
7,136869984
7,36986191
1,2392785
7,155468600
1,2531697
18,46680827
7,94907339
4,42709950
7,130492064
22,23849817
22,30397203
11,115217929
4,1548746
4,103424862
17,82832209
12,132292599
17,44960338
1,24931135
7,157899435
4,129096083
15,63060967
17,77241888
1,197775411
1,228286172
1,215005315
1,92483931
1,244440240
4,337076
13,110714909
12,19129327
20,46307489
14,104752610
2,218909253
7,7235151
12,49094804
2,3377574
1,228290066
14,31561373
17,8475458
9,129178713
1,145964828
1,233615445
22,19016335
17,29567374
4,184648808
10,101236808
6,118934709
1,153536066
1,116741638
18,54269958
16,545848
2,157326484
22,17366875
21,36174169
10,99659484
12,30823067
1,179026462
12,129088432
1,17011564
20,2652196
8,54443919
8,142030294
6,80106592
1,234373447
12,70610184
9,65284240
11,49817729
22,40819555
7,26151979
17,63446931
4,86849629
17,50862315
12,52834877
19,6372649
4,163473670
17,42181452
7,135148018
17,28335275
21,16539639
12,7060708
2,184597670
13,114106022
19,57172319
4,147617113
11,119382137
22,46678762
11,71928760
8,27992658
17,41997116
21,26171033
8,40153112
15,71115952
21,46161644
14,74763806
14,101559893
12,6377914
13,113552490
12,51424984
13,94705489
6,56954500
11,70085106
17,50150347
1,28088588
1,114581681
4,8089313
1,174875259
6,7590358
12,113476806
4,1799421
1,145926830
7,127392369
15,81323969
14,58427022
1,218480219
6,168826290
4,140524523
1,38005957
15,99928947
1,59926468
1,248838550
4,7043241
3,99876189
18,24138899
10,84244904
17,36932377
7,30697940
9,20684552
13,75633350
9,133993558
14,64535727
16,74297247
10,27252369
3,172711159
11,71131070
8,47189334
15,44427312
2,132416544
20,35665232
2,287993
11,77449302
2,182715967
2,60552315
12,101831071
2,232387060
18,37566515
1,92485018
2,46698831
15,59207092
12,65911688
2,8102685
21,30480474
4,107036273
21,46599383
22,26429587
22,33058518
15,82711271
15,22788041
2,241538749
14,21024816
15,49046847
6,42727594
5,1931430
6,3068336
13,27918834
19,3969952
5,139649169
20,3767865
7,151060000
15,88546964
17,49764465
15,58985055
17,22435447
12,124520307
21,45406138
14,61178743
6,44257735
3,190862633
12,120533515
13,54441134
12,138797
16,18385028
11,68460610
3,169146525
15,63603915
22,31346498
17,9021442
12,95474021
3,45596486
20,31608316
1,32108341
1,22677199
15,80560799
1,38044402
1,156421043
2,105141268
1,160262950
21,25735172
2,3181359
15,31485155
12,121579306
1,21111489
1,204412024
12,109093438
11,68121595
6,135498019
16,30762787
4,144646221
14,73851715
14,72869468
15,84570900
2,30146516
1,26233815
3,69866038
8,66666408
7,2521482
3,185824004
17,7393137
15,101655900
3,124094385
6,89408003
1,89528256
4,99088854
1,3228146
11,62646291
19,50723300
14,91228673
4,151761070
8,41713036
4,156972079
9,136474297
7,4136233
7,47088796
13,110424910
17,43379201
7,56074553
8,89901873
6,170129027
4,48484455
3,179151213
4,120922630
7,116862279
11,44264949
2,75711012
2,3519762
3,15875781
4,119300610
17,7425602
17,75205976
22,42582107
11,67317808
3,46877964
5,141320949
10,103555251
15,24675303
8,140589042
8,80578038
2,135876686
1,47023523
8,144476514
8,27614929
8,143369473
7,6272810
7,87152015
17,7589904
6,165726630
19,40568244
2,241610016
9,104764235
6,158017166
18,61554752
7,121330186
8,22604612
17,75809881
20,62656851
7,143287534
17,83017871
15,41511230
2,44942308
10,810488
15,70095675
6,27680117
8,101368846
4,16083557
13,36879461
8,11347646
2,69013063
8,11703054
7,45076355
14,91574531
8,144595614
17,72540674
2,102355855
11,2137757
11,60925506
13,23180920
18,59318988
22,38412903
6,100136080
4,6200652
7,6653703
21,26170525
7,128728886
11,126212103
1,149900612
17,7688252
1,109422324
1,32179764
1,21492370
17,27381182
1,156752355
10,129525925
15,89751337
7,27114017
8,142612934
17,68259124
14,73136243
20,37179381
2,128091241
15,52277364
1,115280350
2,104851994
11,67629943
22,50507606
2,27263099
15,25064514
8,718707
1,79006958
14,55448035
14,104905849
22,19144783
2,173964568
13,114314994
8,133450304
6,79234937
8,123416948
1,201714421
15,78340230
1,91804956
1,162562712
1,150361477
1,108963064
6,153084724
17,1519179
12,70719690
1,23743926
19,35960014
17,7499354
17,41612923
1,45550451
1,182391548
15,90352109
21,39312343
10,35136571
17,18247963
17,16353676
17,795021
1,23800656
6,159271452
1,39955003
11,125887734
15,37096627
18,26550486
4,174522969
14,24231930
2,31524829
19,37506773
7,76358290
17,7044004
17,75780017
2,97094873
14,68816275
17,75784315
1,31743033
15,39179901
1,155978453
14,92943300
19,3522579
1,1324318
19,49149260
6,44387426
2,237739214
1,241519811
4,16226439
1,67833726
1,31414068
4,186555445
1,26827074
11,268950
14,55129231
14,100213997
19,55166348
12,124539952
11,100690895
20,58650139
12,45051112
11,112086872
15,62394510
12,1642191
1,154558426
8,64373274
11,67452388
17,48550022
15,31101985
17,49995269
13,98308308
11,13463465
3,9249650
6,85594169
1,154183493
3,50616901
15,22838388
10,101226111
1,44617452
3,158732283
12,123266235
11,18394376
22,27802416
15,43792326
12,132686896
15,99105457
12,51952101
4,185143096
1,181413711
1,55039654
4,159267584
17,67721453
4,186538261
14,101044039
14,105415009
2,208129805
14,99414056
14,105272787
1,182839804
4,110618323
1,38045783
6,158923778
11,120507288
20,49936316
2,232420579
4,155953953
2,200795268
19,41884217
11,747294
17,39569645
17,75915035
6,26251589
15,75368632
12,68253718
18,74148020
1,147540961
11,94768842
6,34263351
7,1214745
1,15681672
8,131037143
10,97185907
2,61018276
8,23710145
1,37690652
1,205211399
14,58428152
1,193059789
17,18143250
10,100713699
18,75090579
18,31760956
14,63203993
1,42380319
4,153554414
1,26799681
11,47338630
6,170129058
12,65828009
7,151173183
11,71094488
6,39048694
14,66509344
8,143809640
1,108746346
15,73985293
11,43547719
8,81447484
5,1446328
11,32583647
6,142089079
12,48925615
19,57600399
17,44200547
2,47249593
12,108731633
12,130683041
8,94719602
17,30971166
1,12619249
7,16905818
12,108512216
13,50129705
7,66679079
11,22193019
1,2789284
12,49741541
7,92245920
3,187670437
1,45508982
15,81000953
5,139404271
4,185210093
13,20301260
18,79325745
18,79454960
1,201507374
1,38004993
6,170457248
17,81911088
7,100720698
7,54888581
12,108768614
15,78003699
8,97560204
2,121755800
8,56211788
4,186144677
1,153671156
14,36504278
20,653489
17,46772423
6,73028364
8,19316805
14,64539970
7,122310144
20,49915040
8,139834557
15,82714314
22,42582088
12,25648521
8,143617958
8,101224503
8,96159599
6,169578291
17,17280837
12,57238337
1,21321533
12,56267309
1,166989793
12,48970368
6,133888797
8,73991526
15,73634113
17,62808130
7,100127158
7,157756986
5,150661044
20,41137811
11,66420970
10,103193463
7,157545787
15,28108032
2,47272541
11,12009096
2,231056700
18,80033342
1,153670568
17,3471942
3,9397712
3,137764257
12,51217281
12,30754915
12,11023975
3,138177861
4,151761290
5,132823195
1,31644918
2,153478865
20,64255398
1,1006781
1,160262833
2,46699805
3,49786480
7,129147757
10,124461922
6,53061856
22,24806196
3,167380229
12,5046177
2,241540834
12,52452304
2,12718977
1,145605429
17,6591760
1,187928498
14,22829717
11,96390006
1,26165817
6,50843002
1,226828243
10,16944392
1,6151116
2,47569994
2,131676350
2,174025201
2,60557314
13,112247615
1,4133132
6,128580772
10,133378534
2,96637675
6,68634524
14,45135926
9,34589383
11,34998126
14,96804976
1,228009408
10,60778385
12,71839692
19,58183739
13,42041009
1,208243960
10,93600453
1,17625929
1,181088224
11,78903477
5,181224008
4,118030601
1,234863022
17,69330461
11,125496342
1,99850105
1,10472513
18,35950089
1,109792396
1,212608439
7,131556894
17,64146763
13,94708288
20,58890720
14,68816767
16,75622753
12,8697771
12,53999925
12,53956425
1,162561633
1,43531074
13,110615483
11,65900828
3,134373766
1,230642099
1,162498236
22,29268777
12,64781388
1,207644691
9,97039089
17,63531818
12,129904593
12,109573333
3,149474517
4,122169524
7,130070594
1,155323552
1,26862014
21,46002623
7,100896804
1,156767007
12,53251936
12,108129626
12,41968250
3,98523134
20,2509394
19,47515411
7,95435379
13,24911243
12,91146139
4,41990202
11,7929669
3,52246021
13,35475536
19,15450149
1,12153457
12,28191233
1,230641998
20,44532154
2,218216956
12,54588806
22,29766867
17,34798515
15,74133745
11,71786529
3,129344094
1,28736437
3,171460595
20,48662009
3,169663734
1,212608865
8,17246382
14,104175066
17,42536554
10,100731974
10,110872269
14,70642990
14,74358101
8,100146036
16,21952474
11,31801690
1,108692359
1,1331813
6,12749746
8,143707653
3,197791000
9,128233937
20,51801433
17,3697167
1,43934104
12,49568215
11,46345290
9,137054132
8,58145695
7,2233105
7,131110019
16,46748264
7,2158996
3,48633489
1,151994416
17,41548982
11,47578961
10,31929040
9,98708064
17,38825342
11,1544568
8,43056144
3,50226278
13,30907047
7,113086483
20,62143214
1,54716179
8,17113259
14,94769631
2,232928601
14,104224545
14,22506501
10,102815189
11,2805758
9,136419047
13,40771387
12,10723458
19,53334241
11,60842135
22,23690239
1,202807141
16,70114855
17,58324877
6,1702459
7,84940078
10,93601057
12,119334616
2,39779174
9,92719303
17,2054500
11,13968063
13,23466371
3,52246112
2,26402179
4,5019509
11,16815280
11,120590932
13,24922812
2,191020627
4,99088835
3,11169395
14,69191423
4,1712323
2,9847311
3,27484393
17,7705379
14,77181612
6,151456477
7,151392675
11,110429908
2,9315862
17,74972948
11,12008828
2,24010014
9,127937986
2,18585028
8,22693318
4,154744680
4,1568191
4,169010446
6,34263712
7,100882917
2,18520587
3,133041700
2,45004087
17,58532221
3,16265127
3,169821102
4,146638427
17,39700817
7,20330542
11,31510212
7,78023095
2,99141869
10,127907151
3,128052083
8,124731448
2,117814714
19,39833746
12,13980492
3,42808574
7,142796529
20,62551685
11,32829714
2,201619523
10,92045219
10,122454635
2,70899843
19,1438085
2,11345435
7,94656015
20,63707529
7,1973478
8,9555895
14,104462338
5,141651609
10,103077232
7,101363027
7,143263468
22,46054227
11,66052377
10,101062245
17,43847209
22,36564452
20,45891429
18,23872855
13,109817716
20,34824552
13,26221631
11,69640034
10,97572835
14,77094854
11,119381764
3,138187371
14,67241758
17,28986221
8,119208223
18,9536994
19,33226009
2,113173988
12,81078088
22,49821038
21,10521266
14,22919233
8,29348835
22,30356318
2,101473909
9,137280941
2,188292839
17,61399925
2,230865494
8,51408289
2,96868713
5,307733
17,59892926
14,105314971
20,64084979
2,207625863
2,239344115
8,100649793
14,39266007
14,60091767
7,73683586
2,230327161
2,120384988
6,150599723
3,133546299
19,49451737
2,207771218
4,169757709
17,7842627
7,56093218
5,177311671
7,32728688
3,39180928
3,24683874
20,62364360
4,5894186
17,82806863
4,1359317
4,39771320
17,76883425
5,59174050
10,132807752
17,48574817
3,184237394
4,20253438
8,74350347
17,75364171
8,64580126
8,143578602
6,156687130
8,123278951
12,109845528
14,95714311
8,9899318
5,141173411
4,1763823
2,199988340
8,143285095
13,109140102
3,128764989
6,109456092
3,52535153
2,15747619
2,70676671
13,36998732
20,3071575
19,40690829
12,48818522
1,218347093
12,121297560
22,31107660
2,179860918
11,13280551
22,21032710
8,56993499
11,128905804
7,127252953
8,11346373
3,112640687
20,1001207
2,23642879
7,4744788
15,63597512
11,34300679
2,160417008
5,32585418
12,57772869
2,63050060
12,12719752
2,3126075
17,28344435
8,69563153
17,10197878
6,139166609
18,13726615
18,78426350
8,21913747
11,34174673
2,127060525
17,47266275
2,171922451
3,48446571
2,240245879
12,110583464
19,12838629
5,141622221
4,139084602
5,159051621
17,7336399
2,176490344
5,140875484
2,72928066
17,19745980
3,100492586
12,112409453
17,81443534
12,116910822
3,49786727
6,79947698
21,20997919
11,62602387
7,5083512
2,112977874
1,207959043
1,161117845
19,42042496
11,118893154
22,29030587
11,2449445
1,235867203
7,43112422
7,2512362
1,155127693
21,38774025
22,31750283
5,1064018
3,149129220
1,91949180
1,54200038
1,3425380
1,200873762
11,94545902
11,45145868
15,41827753
11,32427708
11,6603647
5,1068657
7,734996
15,61229240
17,8630730
7,44221694
8,144336130
2,130252949
17,4222301
5,154756694
1,33472625
13,20704148
10,31321825
20,33662320
17,82876213
1,84303019
1,43358934
1,225650494
1,235367309
5,72417664
1,2413937
7,4127975
5,55223766
9,136440036
16,1309277
6,134176404
10,22252513
5,141364800
3,124094572
17,77055792
17,71033518
21,25573855
11,47848672
17,81458851
6,139376174
17,42659502
20,3820409
5,140843679
17,57833482
16,526870
20,49936550
4,48780317
17,1710557
7,24949050
8,143369353
11,43569149
3,9747274
7,23710323
20,18507978
2,230781309
15,48811086
17,36464720
2,96868940
9,111795273
2,19990304
1,12595979
2,216013682
10,133528024
17,2041537
21,44921139
1,161046375
3,172203905
10,61628681
18,50272599
6,38567517
7,21946266
15,74873301
4,93829975
2,128899457
11,1461198
3,134797014
2,176163128
12,2812359
2,196639468
15,89776189
8,27288024
11,68118138
1,244834983
12,106956277
6,53065121
4,39697935
13,27023593
13,43786928
18,49492970
21,33491645
11,66409118
11,78216208
11,2415021
2,70995162
6,26216678
12,6310409
7,1054267
10,116271458
12,79419121
5,100902951
15,20582418
19,55313095
1,217140482
10,47322580
19,35628998
12,120362263
19,46850892
1,1519923
3,149333556
4,52751512
19,41796268
19,38230049
12,68805173
1,205680083
10,73358765
3,193869991
5,10307719
10,341603
19,49596795
4,48341632
10,29659499
19,10424464
7,156318751
8,23706518
10,28677104
11,61430012
7,156893354
1,6603385
2,97113696
7,2460297
10,102241483
4,186948719
12,27333142
17,39197230
6,167827163
20,20368524
3,150455275
19,12919282
1,6449122
12,53224623
10,133070894
12,2004487
10,22334619
17,4731273
12,131734984
7,90403247
2,169949644
7,72829934
10,116324731
7,477329
5,115297096
11,2271395
12,48001937
7,79454880
6,89302292
19,43596197
10,86535834
3,84959436
1,6461796
10,117005010
19,18429031
19,54474216
1,151145940
1,85048871
10,97320314
15,67166032
12,52023235
15,59371788
14,105491405
19,942270
19,36687982
7,25895527
4,4856755
22,50485461
15,95669491
18,75290150
6,3868908
2,177392831
4,112636912
15,55743261
1,10654618
3,170418412
7,99552004
19,2236671
6,131807881
10,101226879
6,88048160
7,27739991
16,30571995
11,6418835
7,63924130
5,132777909
19,14471856
7,56174449
10,132663828
17,74843350
19,55580775
8,42896521
19,57172475
5,141245821
5,72955931
6,26020452
7,6170605
8,19939050
13,24681159
17,6831672
15,42737240
19,46493611
2,88055960
5,501919
11,134037831
17,28948967
3,147392880
1,74673899
18,12884065
3,56556912
7,101155049
19,6740877
20,2403789
17,48101569
12,112125640
8,30812755
16,50066622
17,77287857
11,60913833
11,30584240
19,41351345
1,43172423
17,48817128
15,69161023
22,19129444
17,4806737
2,172087238
17,73165039
6,34083239
2,25342706
7,97024820
15,90320224
15,41332797
22,26480109
17,3667743
7,157004548
10,116273360
22,46762859
11,6259282
5,865203
8,37747999
2,209772024
17,75730349
20,54208548
12,89525436
17,31916809
3,9732381
6,137488493
12,125115078
4,123505768
22,25773077
10,28532785
4,7281457
6,122399403
18,80247354
11,118176406
13,27976052
12,50085107
2,25204582
5,33936202
3,142225476
3,38496385
8,27633404
17,7239615
19,40288988
17,9771500
9,89178733
6,10952148
4,78058793
19,11090307
3,53196094
5,55234023
1,1481940
17,49707439
7,27185504
16,31216942
11,792205
8,144902130
5,60700413
19,38852477
1,46544551
1,26890442
18,658673
7,88795825
12,10098975
1,1360713
6,2636129
2,118013762
17,80476072
2,96533511
17,28571917
4,20700266
17,12974455
2,53860052
20,32456282
1,110338957
17,43545994
4,153790019
1,151197830
5,134904811
6,105180142
17,34961887
19,4639385
19,5110605
17,7558458
2,124024686
17,29291330
18,70205822
4,123631742
12,105330532
1,92484568
1,234215242
19,57947401
11,27507045
17,50720042
7,130070469
15,39580682
19,2249024
13,102798574
1,1134945
22,23772784
10,93893690
19,5824185
22,41064011
2,70900007
10,92574002
1,6958889
7,97016677
